#  -------------------------------------------------------------------------
#  Knowledge-based membrane potentials
#  used in the following paper
#  Nugent T, Jones DT. Membrane protein orientation and refinement using a
#  knowledge-based statistical potential. BMC bioinformatics. 2013;14: 276.
#  doi:10.1186/1471-2105-14-276
#  -------------------------------------------------------------------------
# Name:Mempot
# rows_in_order:"ALA","ARG","ASN","ASP","CYS","GLN","GLU","GLY","HIS","ILE","LEU","LYS","MET","PHE","PRO","SER","THR","TRP","TYR","VAL"
# z-slice width: 1.5 angstroms
# thickness: 48 angstroms
# layers: 32 + in/out = 34 cols
2.495,2.5773,2.6103,2.6452,2.4797,2.4579,2.5666,2.3904,2.2742,2.243,2.1455,2.1863,2.0682,2.0939,2.1043,1.9889,2.1038,2.1392,2.0358,2.0304,2.0944,2.1321,2.1932,2.1324,2.28,2.1965,2.2755,2.3471,2.7097,2.4487,2.537,2.5084,2.6783,2.5451
2.6123,2.3606,2.5193,2.425,2.3095,2.3535,2.7121,2.8041,3.2166,3.5115,3.9505,5.2032,4.8477,5.6912,6.0426,5.9402,5.9956,5.135,5.2874,5.425,5.0775,5.0499,4.3479,4.725,4.079,3.8059,3.5937,3.8635,3.5238,3.0055,3.1864,3.607,3.4475,3.0692
3.2655,3.0935,3.1159,3.2158,3.1032,3.151,3.3467,3.7522,4.0959,4.2619,3.9505,3.8533,3.9094,3.9865,4.1968,4.0431,4.6093,4.3083,4.5142,4.5495,4.5179,4.3567,3.6865,3.9874,3.718,4.0821,3.5424,3.2275,2.8745,3.1761,2.7344,2.8674,3.1338,3.0909
2.8153,3.0155,2.8022,2.9281,3.1424,3.7308,4.2977,3.8903,4.789,4.5301,5.2234,4.7512,5.099,4.6796,5.0618,5.4293,5.7079,5.9823,4.6813,4.9549,5.211,4.8267,4.8179,5.177,4.3241,4.0821,4.0958,3.6628,3.0538,3.0872,3.004,2.7395,2.7543,2.7544
5.0691,6.0113,4.8075,5.7807,5.9558,5.4536,4.9337,4.6212,4.1424,4.7925,4.1736,4.2588,4.56,4.8803,4.0967,3.8607,4.3862,4.2477,4.0347,4.0387,4.1124,4.1849,4.9232,4.4148,5.1351,5.7869,5.0341,5.2134,5.2874,4.8579,5.3554,5.2653,4.3125,4.3757
3.246,2.9667,3.4576,3.5121,3.6205,3.5077,3.6344,3.928,3.8196,4.0505,4.6844,4.9519,5.099,4.7749,5.0618,5.0929,4.6963,4.7783,4.6813,4.7318,5.211,4.7314,3.9016,3.9448,3.8472,3.9951,3.4246,3.4957,3.5528,3.1087,3.1041,3.1252,2.781,3.0506
2.4198,2.5455,2.8022,2.9875,3.2703,3.5077,3.4933,3.8903,4.1912,4.0993,4.6044,4.5842,4.7423,5.6912,4.7433,4.9593,4.6963,5.4714,4.9997,4.2012,5.0775,4.2961,4.176,4.2897,3.9956,4.0821,3.8301,3.6628,3.4416,3.2997,3.0281,2.938,2.4407,2.6611
2.6062,2.7726,2.7104,2.6167,2.6236,2.5413,2.7364,2.8554,2.633,2.5842,2.3653,2.4306,2.3444,2.2255,2.305,2.4237,2.274,2.2288,2.1964,2.2386,2.2666,2.3586,2.4291,2.4133,2.5798,2.4458,2.4691,2.2466,2.1163,2.2188,2.1466,2.3475,2.1724,2.5185
3.7505,3.814,3.6624,3.8836,3.7586,3.6958,3.8351,4.0507,4.0088,4.387,4.3361,4.4411,4.647,4.4384,4.8387,4.9593,5.3025,5.135,4.5943,4.3953,4.3237,4.1336,4.3479,4.0783,4.079,3.9951,4.0958,3.6329,3.6134,3.6792,3.4836,3.7071,3.6193,4.1545
2.9041,2.9667,3.2271,3.1417,3.0655,2.7192,2.6536,2.504,2.3506,2.3501,2.1721,2.2893,2.0682,2.1359,2.0978,2.1712,2.1743,2.0837,2.0888,2.1071,2.12,2.301,2.3164,2.2325,2.3167,2.6514,2.5966,2.682,2.8895,3.2484,3.0781,3.3935,3.3009,2.9771
2.5471,2.6614,2.3108,2.4367,2.3449,2.3357,1.9834,2.1427,1.8786,1.864,1.8861,1.6357,1.7317,1.6884,1.7075,1.8184,1.6475,1.8028,1.6993,1.7874,1.7232,1.831,1.9846,1.8654,1.8579,1.9367,2.0495,2.1621,2.317,2.6198,2.6146,2.6813,2.7284,2.5889
2.6975,2.3869,2.4494,2.4849,2.66,3.0026,2.7489,3.0273,3.6316,3.7992,4.6844,5.3574,5.9463,5.6912,4.944,5.247,5.4848,5.9823,7.0792,5.0885,4.9597,6.4362,5.1745,5.177,4.3813,4.1775,4.0958,3.8635,3.4957,3.3264,3.5636,3.3194,3.827,2.9845
3.8867,3.8712,3.9202,4.1068,3.6533,3.7308,3.5756,3.2943,3.2951,3.2664,3.2573,3.3649,3.3072,3.2489,3.5303,3.1268,3.2024,3.1296,3.5528,3.2732,3.4193,3.3226,3.1692,3.4093,3.3859,3.2612,3.4936,3.5484,3.5827,3.3538,4.0337,3.4735,3.907,3.8034
3.4692,3.7087,3.6179,3.2418,3.1032,2.8289,2.6423,2.4588,2.5522,2.4222,2.4332,2.4217,2.3815,2.5449,2.6086,2.4744,2.4595,2.3535,2.7485,2.5917,2.3948,2.3253,2.3002,2.4133,2.4871,2.3774,2.326,2.682,2.6133,2.93,3.2452,2.9139,3.173,3.2738
3.0107,2.7532,2.8822,3.0082,3.2932,3.1118,3.3467,3.2741,3.3157,3.6611,3.8735,3.7479,3.4896,3.4399,3.6755,3.8199,3.7984,3.5255,3.678,3.8989,3.8248,3.6029,3.6547,3.3162,3.1892,3.2414,2.9546,2.8966,2.9683,2.7942,2.5222,2.6085,2.5853,2.7505
2.7617,2.9202,2.9468,2.3685,2.7106,2.8435,2.9565,2.8957,3.076,3.0697,2.995,3.0887,3.0376,2.8878,2.9669,2.8193,2.8747,3.2307,3.0719,2.8003,3.0138,2.8526,2.8863,3.0285,3.0401,3.0301,2.9138,2.8552,2.7751,2.7477,2.552,2.4927,2.703,2.8816
2.929,2.9202,2.6591,2.9673,2.8956,2.9687,2.9878,3.1431,2.9972,2.8904,3.0422,3.0383,3.0019,2.9186,2.9071,2.8491,2.8316,3.0204,2.936,3.0641,3.0965,2.9396,2.9308,2.9957,2.8707,2.9247,3.0416,2.7773,2.9203,2.8102,2.9805,2.9139,3.0597,2.8212
5.2514,5.095,4.5562,4.1713,3.5887,3.4255,3.2808,3.1257,3.4257,3.4315,3.3407,3.4856,3.9539,3.8994,3.5859,4.0943,4.261,3.862,3.7833,4.2618,3.8611,3.6029,3.4829,3.2727,3.2072,3.0623,3.2059,3.3526,3.3656,3.6051,4.1026,3.9435,4.3125,4.2117
3.858,3.4086,3.1981,3.4782,3.0842,3.1712,3.3023,2.9376,3.076,3.0175,3.614,3.4356,3.4614,4.0818,3.8831,3.8607,4.0497,3.9454,3.747,3.7763,3.3068,3.5184,3.1886,3.4093,2.9804,3.0301,2.9686,3.0818,3.2725,3.0872,3.3077,3.1252,3.0597,3.2771
2.6561,3.0155,3.0646,2.8189,2.994,2.8004,2.5983,2.581,2.4247,2.2993,2.1587,2.1452,2.3536,2.2653,2.1108,2.1043,2.1384,2.031,2.1375,2.1746,2.2443,2.1595,2.2301,2.2946,2.4783,2.3857,2.688,2.7049,2.7887,2.8264,2.935,2.988,2.9262,2.6434
